carrier,op_code,ticket,pnr,seat
IB,12,07576030,LKJKV,32Q
IB,12,07575683,FSDFT,3B
IB,12,07573145,DVQQZ,12N
IB,12,07546856,CWYFE,28I
IB,12,07519479,QNYYH,40X
IB,12,07528290,BDTIX,33A
IB,12,07568539,DPLAQ,8I
IB,12,07512702,YFZVV,38S
IB,12,07570451,FKGLH,33E
IB,12,07580302,IMVMK,11R
IB,12,07594671,PVPSR,17J
IB,12,07547078,AHRWY,23I
IB,12,07589340,QZVOG,19A
IB,12,07592935,ZEEZW,9U
IB,12,07546875,NRROE,20I
IB,12,07589093,DUUFZ,10Q
IB,12,07526894,HMEXT,10X
IB,12,07526330,EUQLC,33A
IB,12,07523535,STEWT,42U
IB,12,07565631,KPTFX,36T
IB,12,07573037,XUCLX,15B
IB,12,07511584,WQZJG,15J
IB,12,07556564,RDXGA,21R
IB,12,07563213,TQJDT,29Q
IB,12,07563253,OWLNL,12K
IB,12,07523646,SCVDW,9H
IB,12,07513150,GGDLW,10P
IB,12,07517841,KFBGL,27H
IB,12,07555530,IWOUB,9B
IB,12,07561426,HVEDJ,3U
IB,12,07533317,LKAWY,32C
IB,12,07591214,DQXNT,17C
IB,12,07561034,DQPVZ,12X
IB,12,07572944,JGXZD,37N
IB,12,07513251,CQZKS,6F
IB,12,07524005,RJESK,32D
IB,12,07524041,QJLTT,27R
IB,12,07534053,KJAHW,29X
IB,12,07549757,NTDYE,15I
IB,12,07595926,ALMXS,28I
IB,12,07535784,IHOYW,5R
IB,12,07575154,KGRGT,36G
IB,12,07591974,IAOAR,6D
IB,12,07566669,LWLMU,28N
IB,12,07556713,WJTCN,20S
IB,12,07521103,ZJCBX,14N
IB,12,07556472,STCHM,16Z
IB,12,07530698,YULSM,34Q
IB,12,07547510,OJGPE,40I
IB,12,07579808,NNSIS,10A
IB,12,07531963,JYCPI,19U
IB,12,07540019,ZQOTH,15W
IB,12,07596788,EXDII,22J
IB,12,07564613,BYXOH,29W
IB,12,07535408,CFALO,8V
IB,12,07543267,VBJLH,8U
IB,12,07562066,IZKEB,40R
IB,12,07584660,QMZUT,21J
IB,12,07588407,HSIMN,15U
IB,12,07595195,HZXBA,25P
IB,12,07533130,ATBYT,27F
IB,12,07536153,XNZNP,28R
IB,12,07550110,QBTEN,21P
IB,12,07548482,YLBRM,26S
IB,12,07514007,DNBGN,26R
IB,12,07540444,FBOET,19W
IB,12,07552344,UXZVW,39T
IB,12,07527085,LNFNV,42D
IB,12,07541615,PMUOB,41M
IB,12,07552182,OQBEK,41K
IB,12,07530134,CQVKD,42R
IB,12,07561084,DHSTP,16W
IB,12,07581150,TSXKN,13D
IB,12,07583792,BUBJY,30W
IB,12,07579522,YGRNY,23K
IB,12,07515770,GIZPH,31U
IB,12,07558733,CCNRV,33L
IB,12,07516356,RRQTK,9P
IB,12,07584288,YXDWH,12L
IB,12,07551385,TQDPL,18A
IB,12,07537787,HFOUX,7P
IB,12,07583251,JJXZQ,25Z
IB,12,07581944,MOJHO,30F
IB,12,07566931,XPBBK,39F
IB,12,07598306,DOVIA,21L
IB,12,07594255,FGLNL,2B
IB,12,07583945,WPQZS,32K
IB,12,07571061,KYWBW,39W
IB,12,07573048,QEBFV,13L
IB,12,07556515,QIHWU,9K
IB,13,07529457,FMEYJ,11D
IB,13,07513984,LGUKY,18M
IB,13,07514251,JRBCV,30K
IB,13,07542411,GIRUG,9F
IB,13,07537481,LNXWP,11Q
IB,13,07527753,IBAFE,24K
IB,13,07540085,DHNUA,6N
IB,13,07516946,IQIBR,27J
IB,13,07546774,QUNFE,19P
IB,13,07549356,ULQXA,2V
IB,13,07587781,GGLEX,7K
IB,13,07585581,KIARO,10C
IB,13,07540961,ZNRYR,10X
IB,13,07511386,LNQVC,17N
IB,13,07511849,EKNCD,38V
IB,13,07566610,PHCLE,19E
IB,13,07547048,BGUBO,29L
IB,13,07599050,YULUX,34F
IB,13,07578173,VVIWQ,39B
IB,13,07562820,PXXBG,30S
IB,13,07583262,BYWVT,26R
IB,13,07567719,QZFNS,37H
IB,13,07571230,GKTPD,40P
IB,13,07557538,GTXVZ,34X
IB,13,07524750,NHNHQ,24Z
IB,13,07535983,ADBHF,25B
IB,13,07535092,QVIHW,32J
IB,13,07522406,RGCGR,38M
IB,13,07583580,CZGQZ,16F
IB,13,07511275,OKJPK,34H
IB,13,07571395,JTFXL,9Y
IB,13,07549860,JHOUP,39D
IB,13,07599500,PATJU,3G
IB,13,07593580,GSTGN,24O
IB,13,07539177,YXTZJ,4U
IB,13,07597638,QUNKR,32M
IB,13,07521183,UQPTY,31I
IB,13,07552385,OJHEL,24R
IB,13,07571228,FGYTL,13P
IB,13,07594792,OWBRK,27J
IB,13,07537641,GFUET,41C
IB,13,07591927,WRIZP,29W
IB,13,07595222,PUBOC,30B
IB,13,07555423,DODQM,2E
IB,13,07558240,VAHDS,8A
IB,13,07552979,DETXA,6M
IB,13,07537890,AVZVU,33M
IB,13,07512311,EWIST,21N
IB,13,07589738,YIYKK,25O
IB,13,07543073,HVEQD,31H
IB,13,07568557,KZCDK,7W
IB,13,07555709,DOGHM,36N
IB,13,07580054,AHMKB,35Y
IB,13,07564695,TVHHT,20O
IB,13,07563051,NEQBX,17E
IB,13,07549154,GHDMC,32P
IB,13,07525061,EPKET,20Z
IB,13,07528969,CYKRE,23D
IB,13,07563120,NNXRT,25Z
IB,13,07555273,MQMMQ,3I
IB,13,07544483,BUKJP,2G
IB,13,07555394,TLKAD,24P
IB,13,07572462,JIEXP,41J
IB,13,07556253,LCHUS,28Y
IB,13,07518631,ABKVQ,38P
IB,13,07558580,YKTNJ,16D
IB,13,07597366,QDDNO,31T
IB,13,07536098,BCTCJ,3O
IB,13,07596985,LOEOX,18S
IB,13,07571016,AZVJP,15A
IB,13,07512891,PAZJA,28U
IB,13,07534856,ZURHB,9J
IB,13,07547492,LMXDG,19J
IB,13,07588029,KUWCB,23C
IB,13,07534622,QGGRT,16Q
IB,13,07589336,PNNZT,7Z
IB,13,07599997,ADQGE,25R
IB,13,07534642,TLDZO,2R
IB,13,07531324,CVIGR,12P
IB,13,07578056,KWKOA,8N
IB,13,07596811,BFPXK,1X
IB,13,07549145,XPDOS,35H
IB,13,07567038,SLNAB,25E
IB,13,07592372,DPBRZ,26B
IB,13,07599943,IKRES,13S
IB,13,07516800,ZRJLD,10D
IB,13,07556305,SOFPU,15S
IB,13,07585558,DPKJW,30A
IB,13,07556606,XKLAS,36C
IB,13,07538831,AMDTB,39N
IB,13,07572926,GEGUG,17S
IB,13,07527869,MPZJK,30U
IB,13,07549993,XVXXV,36T
IB,13,07592673,REUGE,1H
IB,13,07511676,UQSYM,22S
IB,13,07564986,QSNUF,38U
IB,13,07567582,BGLZT,35D
IB,13,07525323,WQJEB,30Y
IB,13,07515063,JYMLH,39C
IB,13,07541611,XXPKG,7Y
IB,13,07548390,MJVMW,11Z
IB,13,07513261,KLIYP,8Y
IB,13,07587274,DSKTH,25U
IB,13,07566134,WXUHY,25P
IB,13,07542396,BIDTC,27B
IB,13,07574246,PDRBZ,33X
IB,13,07527202,XVJPM,1N
IB,13,07519165,EDVGC,16V
IB,13,07510073,AONTS,12X
IB,13,07545106,KQQFO,40C
IB,13,07523605,JIWGG,13L
IB,13,07565852,ZJSWB,19S
IB,13,07525355,JHUSM,8C
IB,13,07512194,FTGKO,4D
IB,13,07590722,LKKRC,24W
IB,13,07566976,BUQZO,16S
IB,13,07597091,TIEZZ,39N
IB,13,07576869,KVJSO,33I
IB,13,07583018,DYDWD,1E
IB,13,07556517,FZGCS,42W
IB,13,07539934,NVRLP,5E
IB,13,07515907,SQBFU,25Z
IB,13,07523385,JNYML,28M
IB,13,07566427,XIMIZ,9S
IB,13,07555811,YPEPM,23M
IB,13,07513760,ASJCZ,28N
VY,14,03054196,FIWAL,3T
VY,14,03055435,EJDQR,25Z
VY,14,03087991,OLJJP,20W
VY,14,03024282,KFHQU,29E
VY,14,03072760,PMHGR,8F
VY,14,03040637,ZULIB,30M
VY,14,03062113,DXSCT,24P
VY,14,03074524,XIKHQ,14I
VY,14,03091705,AEASI,19S
VY,14,03057466,SMVBJ,29I
VY,14,03047481,GVJLR,1D
VY,14,03067364,MBVIO,13D
VY,14,03036083,HQTBE,28Z
VY,14,03078409,UJVIF,14L
VY,14,03073395,MOUCR,41B
VY,14,03074003,FGKGD,31U
VY,14,03041850,BXDFW,31G
VY,14,03036602,CDQGS,17N
VY,14,03073431,GTQOK,27W
VY,14,03013533,XDFII,4E
VY,14,03076720,CAMVC,27T
VY,14,03081486,KONYD,12B
VY,14,03069631,JOFZS,11Z
VY,14,03050485,BTIXR,9W
VY,14,03065791,ULZTH,26B
VY,14,03098490,TSTXI,42H
VY,14,03063860,FRTEX,7F
VY,14,03081469,QRTHA,6X
VY,14,03087247,OXHSC,38W
VY,14,03036109,HQUHD,9I
VY,14,03029240,RYRSI,23B
VY,14,03097261,FGKEQ,23G
VY,14,03098661,EDXYU,28N
VY,14,03082404,GSFVT,18O
VY,14,03079378,LVJLG,7W
VY,14,03098314,DBRWW,29V
VY,14,03068582,UXKHT,15T
VY,14,03023217,IIDAR,42A
VY,14,03073016,YPGTM,4G
VY,14,03077499,MUZKE,23D
VY,14,03096121,UPUDH,15R
VY,14,03077873,TVHSU,11H
VY,14,03054935,QYHKS,26M
VY,14,03060691,LZQSY,14C
VY,14,03088383,NBJLF,29F
VY,14,03051339,LPASC,23B
VY,14,03051158,JRFDX,7J
VY,14,03037059,BLJGF,6I
VY,14,03017854,KNEWD,14S
VY,14,03089097,TUANU,8U
VY,14,03057139,KJDWP,25N
VY,14,03052260,BQQNY,14R
VY,14,03017423,ZVLLN,24C
VY,14,03077220,NXGRW,40S
VY,14,03096471,PHAPS,33G
VY,14,03040082,SGVKD,7E
VY,14,03060244,HZRVG,29B
VY,14,03052105,WUEHW,2F
VY,14,03085629,BGEVY,20Q
VY,14,03090193,IASAO,5M
VY,14,03088741,ZWJCL,18T
VY,14,03018440,QBHJI,5H
VY,14,03052239,XSSYN,1H
VY,14,03045691,FJFNX,34M
VY,14,03082788,PGXHA,4I
VY,14,03024187,IUIEB,28T
VY,14,03042452,VAQZN,27B
VY,14,03026400,XQYUP,15O
VY,14,03028856,BRMNH,28D
VY,14,03094154,BIZFJ,14Z
VY,14,03069531,QIFAI,28G
VY,14,03046307,DGPPJ,21C
VY,14,03098890,BSSZU,23Q
VY,14,03047826,HPNRT,40L
VY,14,03010557,CMJAA,12P
VY,14,03093192,NDPSD,10E
VY,14,03049767,LINTC,22B
VY,14,03019464,RISZW,16Q
VY,14,03086551,EWYEY,4W
VY,14,03071796,RUVIX,31M
VY,14,03016493,RGSTC,30S
VY,14,03053300,FZGIP,15T
VY,14,03081912,NDOGD,2O
VY,14,03013547,KGJKR,14W
VY,14,03098861,AOIGA,20Q
VY,14,03096780,CDODU,42Y
VY,14,03036069,OJUWP,33Q
VY,14,03092921,SWQIF,39H
VY,14,03019820,URCWQ,11V
VY,14,03024898,ETQKE,2L
VY,14,03067294,YWZWE,2G
VY,14,03062581,ZMPEO,19U
VY,14,03062453,ZPDGK,30S
VY,14,03055640,SEEOC,38H
VY,14,03086497,ZBVVK,28V
VY,14,03070668,NICTL,7N
VY,14,03018099,ECHAY,38H
VY,14,03019318,AJBSB,2Q
VY,14,03044928,PRXHO,28N
VY,14,03068645,ONMGC,19R
VY,14,03022708,IPCXV,32V
VY,14,03082433,HVXQH,40N
VY,14,03064390,MSDBE,21K
VY,14,03093165,JXUJJ,18S
VY,14,03070914,LGJWU,16A
VY,14,03033675,UKMDR,38K
VY,14,03091622,VJYVQ,8C
VY,14,03051035,BNVIJ,20Q
VY,14,03017877,CVGBA,32F
VY,14,03095496,DJVRW,39F
VY,14,03022788,SSWLK,3W
VY,14,03019960,RABPU,5L
VY,14,03047526,PWCDE,7Q
VY,14,03087692,FFLVN,15C
VY,14,03074749,RXYRF,28L
VY,14,03043506,LVAFG,9J
VY,14,03046339,UJCXU,20P
I2,15,06074141,HEPFA,28L
I2,15,06074249,EEPPP,30F
I2,15,06062409,PLYCC,13S
I2,15,06099874,SMKZQ,10B
I2,15,06090969,EXOOQ,28N
I2,15,06017666,UJKDW,31A
I2,15,06079282,XUNUZ,34Z
I2,15,06065608,RWWYC,19Y
I2,15,06055598,KFKZA,29J
I2,15,06024914,VFVSE,17F
I2,15,06014760,MVSRH,40V
I2,15,06012635,WIZNA,2J
I2,15,06036641,GPVXI,15O
I2,15,06082807,AFDOV,5G
I2,15,06068165,KMBQW,20C
I2,15,06032896,XSTWA,22K
I2,15,06082000,LNPWG,15B
I2,15,06060220,RKABO,13I
I2,15,06052356,HAJQQ,32L
I2,15,06025436,HVSHM,19L
I2,15,06014391,YELLL,2B
I2,15,06075737,JINYZ,15W
I2,15,06065155,ZMBMU,11W
I2,15,06086849,VWHYA,26W
I2,15,06033284,HYILE,10S
I2,15,06011854,MVPXR,29G
I2,15,06028278,RUUMF,35E
I2,15,06078377,IWHLT,29V
I2,15,06048504,DVESY,1M
I2,15,06055330,EGOII,4P
I2,15,06037306,OUNSQ,23N
I2,15,06022947,DYABF,36O
I2,15,06082180,NSRBO,21D
I2,15,06096154,EVEYI,40W
I2,15,06012775,VWSBA,15S
I2,15,06093479,UUMIY,8P
I2,15,06057248,VSCWJ,34J
I2,15,06055098,ROYKT,19C
I2,15,06065024,EDSTQ,15C
I2,15,06063691,MPTHR,5T
I2,15,06058725,ZHVPL,15W
I2,15,06087479,IGFZJ,5F
I2,15,06068593,LNWHC,7V
I2,15,06089982,FJRDO,17Y
I2,15,06065200,UDUIN,34R
I2,15,06096585,OSYDO,36Z
I2,15,06053011,WAEDW,29J
I2,15,06051505,LOCCB,38B
I2,15,06017070,KKUOX,28S
I2,15,06022675,VOOBH,7H
I2,15,06024618,UJRPD,19A
I2,15,06066176,IDWDB,3N
I2,15,06016650,KEBYR,23P
I2,15,06071748,XLUDR,11U
I2,15,06096652,ZFGYY,11F
I2,15,06032059,MADIK,31V
I2,15,06098875,NEBAA,25T
I2,15,06027609,KAGSC,11D
I2,15,06028037,CXWAI,32G
I2,15,06018646,UAQPT,30P
I2,15,06094748,JMQJQ,16G
I2,15,06014501,TYBHN,29G
I2,15,06017353,DWPPT,36I
I2,15,06090042,OGXWC,38N
I2,15,06070885,ODPTM,6J
I2,15,06036759,QGPVG,12H
I2,15,06083886,RADMR,35Z
I2,15,06075384,FZYMF,37I
I2,15,06024079,TBVSW,28T
I2,15,06044880,GUBGR,41S
I2,15,06016791,AMLYT,30X
I2,15,06042919,SAGPP,16E
I2,15,06016341,NNIOA,14O
I2,15,06092327,QMGUC,21J
I2,15,06082808,VPANS,33I
I2,15,06087853,ODPXZ,22M
I2,15,06032198,IAKHV,14V
I2,15,06016240,YZKML,30C
I2,15,06055425,ZKAUM,36O
I2,15,06026477,GBDKZ,35P
I2,15,06032123,HMWYK,27Q
I2,15,06030132,JSBJR,3E
I2,15,06061776,NJAGJ,7Q
I2,15,06029491,OSZNR,42T
I2,15,06069447,NPTUV,27L
I2,15,06074378,LAQMX,33S
I2,15,06042190,RMOZL,1E
I2,15,06080922,HRKLV,2F
I2,15,06079107,BFCWY,33Z
I2,15,06039255,FDEWX,11T
I2,15,06099072,EUBQR,38X
I2,15,06023722,QTRFY,16G
I2,15,06080845,FUKTH,42C
I2,15,06012373,CMPEP,8C
I2,15,06047824,XFVLP,31S
I2,15,06084032,NIHEE,2A
I2,15,06049046,KVRUM,20J
I2,15,06032942,LRJBV,29R
I2,15,06037475,UFJMK,7Y
I2,15,06047559,UNUNX,24B
I2,15,06045265,USDPQ,41P
I2,15,06032872,YBNEO,8O
I2,15,06026066,USWDK,33N
I2,15,06039329,VBNNO,19Z
I2,15,06051936,DGBTI,24Q
I2,15,06085534,GEASB,23D
I2,15,06016817,FAOKG,24L
I2,15,06052363,DQLHT,36Q
I2,15,06065990,MWERV,25A
I2,15,06094734,FNJIE,31T
I2,15,06087055,RUUMR,2H
I2,15,06032134,ANOMB,39E
I2,15,06021013,DEGRB,2B
I2,15,06060590,ZTAQK,9Z
I2,15,06047462,PEYZW,42F
I2,15,06036539,KXBNO,34X
I2,15,06011608,EMLVS,9K
I2,15,06025004,ROXVR,15E
I2,15,06082413,UFTON,6Y
I2,15,06019860,MRUQI,2E
I2,15,06045135,GCZTH,12H
I2,15,06075327,WMIXW,9U
I2,15,06074791,CORMC,39C
I2,15,06010157,NYMRW,4G
IB,16,07553195,UBYON,9R
IB,16,07555477,YIMJA,7P
IB,16,07563411,RBOKQ,10J
IB,16,07560086,HKTQM,17Q
IB,16,07542857,SHNYV,28J
IB,16,07537715,MABVA,2L
IB,16,07548197,QCKED,15I
IB,16,07546352,MJVOP,14R
IB,16,07512269,YAMFY,6C
IB,16,07517709,ICLTN,23B
IB,16,07511930,PDFDC,8F
IB,16,07546391,JFWVF,39A
IB,16,07554134,DDFRH,16G
IB,16,07529634,WERDQ,19N
IB,16,07576266,SRJIP,18E
IB,16,07542305,OACIA,34N
IB,16,07542077,XUMMF,20Z
IB,16,07550689,AAUOF,23N
IB,16,07528162,IZCAN,39N
IB,16,07571753,YJWKX,25D
IB,16,07531130,UQQYP,23L
IB,16,07551599,FXBQM,5T
IB,16,07546334,VTNEG,29E
IB,16,07545365,SWRGZ,41C
IB,16,07536576,QOLVO,31V
IB,16,07511834,WNMWX,12U
IB,16,07598882,FTLGP,19U
IB,16,07563928,REWVR,32T
IB,16,07566000,YRRQI,24X
IB,16,07576041,WKTPF,7V
IB,16,07542732,AVLVC,8P
IB,16,07526425,FKEYJ,37V
IB,16,07573027,JEEMH,14Z
IB,16,07594993,VPBQJ,3Z
IB,16,07561775,WYTIJ,35Z
IB,16,07577011,BDUZK,33Q
IB,16,07563086,UAKQD,4S
IB,16,07598604,THOWC,2C
IB,16,07516672,PMFYO,30Y
IB,16,07547815,TGDZN,6T
IB,16,07578414,TVIHK,18J
IB,16,07544273,GLHST,1E
IB,16,07556041,UJRIX,12C
IB,16,07561749,UXXFN,18R
IB,16,07584439,MTBJS,17G
IB,16,07522739,YRQCZ,19P
IB,16,07518350,GMQHB,41B
IB,16,07514589,YLTUE,16X
IB,16,07511556,PHTXX,40D
IB,16,07551083,JYWYC,11E
IB,16,07544270,ODWEC,15H
IB,16,07528116,KMGXM,37E
IB,16,07550684,SJHUC,15S
IB,16,07530035,JLGJM,34H
IB,16,07568448,SRVAR,28C
IB,16,07533276,BOIKT,26I
IB,16,07550710,OMRBZ,25L
IB,16,07574702,OKEZH,2F
IB,16,07541383,IQEFM,9P
IB,16,07554567,NLLNS,19K
IB,16,07520868,GHPTL,12Z
IB,16,07563529,EDKCF,37X
IB,16,07587742,IVQBA,7Z
IB,16,07578872,RCHVG,38C
IB,16,07525675,YCGZD,1T
IB,16,07586408,SPILA,36G
IB,16,07552050,ZJDED,38B
IB,16,07513448,FNLVE,35Z
IB,16,07520880,HFPZC,10A
IB,16,07565959,VLFBU,42Q
IB,16,07524844,CZXVM,27F
IB,16,07582582,YZGEL,11T
IB,16,07580886,OCEMW,22Q
IB,16,07540472,NOPHC,17B
IB,16,07514410,XXEQH,42N
IB,16,07516606,MFDZW,31F
IB,16,07588125,FWVPV,19Y
IB,16,07579680,DNOFK,36O
IB,16,07543344,VUDYY,38D
IB,16,07571830,CLQAK,39Q
IB,16,07552341,CSFJY,32R
IB,16,07529159,CNIZT,21N
IB,16,07536803,MWDIL,9L
IB,16,07564176,CSAOA,12X
IB,16,07561885,HRQVB,15A
IB,16,07591706,UOJVR,36T
IB,16,07577233,ECRJD,18P
IB,16,07545855,KBOFR,32R
IB,16,07561519,PMYDQ,14T
IB,16,07528537,ZWATB,31T
IB,16,07513374,GBWSU,7P
IB,16,07556456,DVDHY,6L
IB,16,07572216,RRXHK,37U
IB,16,07568980,JTBPW,20E
IB,16,07546011,VJKST,37N
IB,16,07595963,RJMGI,10R
IB,16,07565796,BQQAA,4Y
IB,16,07541416,NONWL,21Z
IB,16,07589889,DQKLP,28F
IB,16,07568278,EIGVE,37P
IB,16,07593441,LFFIG,18Y
IB,16,07569199,ZRRWS,40M
IB,16,07588706,GDGOW,4E
IB,16,07576519,VTRLN,33C
IB,16,07547418,XCVUD,11Z
IB,16,07564898,OISSW,35B
IB,16,07592078,AVCRI,29D
IB,16,07563882,TITLP,24A
IB,16,07582620,UKWJA,35N
VY,17,03028799,FEYLK,17V
VY,17,03023507,XEHVV,1L
VY,17,03092488,SZTLL,18K
VY,17,03039192,AAXGC,2K
VY,17,03051300,ZUQNY,20Z
VY,17,03098398,LWRET,36I
VY,17,03072435,AAQGU,21L
VY,17,03047558,TBWXR,15N
VY,17,03019700,PAWYV,41F
VY,17,03015828,PMPLP,33A
VY,17,03062030,FVYIB,13O
VY,17,03013077,FRQHN,31B
VY,17,03059973,BXBIC,32V
VY,17,03051550,BXTGE,38T
VY,17,03034547,AINSL,24A
VY,17,03095636,BMTDN,42L
VY,17,03043007,FENLI,30V
VY,17,03085383,MPSHO,3P
VY,17,03052462,LBQQQ,25B
VY,17,03012000,PNDRC,2K
VY,17,03090868,PVMBH,40J
VY,17,03017042,VYWMA,18X
VY,17,03038128,HPITA,21V
VY,17,03087865,PIZZU,7B
VY,17,03098038,VGLAS,33Q
VY,17,03074330,BLEVV,41M
VY,17,03040631,VUMIZ,6B
VY,17,03094176,QSVZF,14L
VY,17,03017152,JOBNV,12Z
VY,17,03080153,FCSOT,37E
VY,17,03087879,PJKYE,11E
VY,17,03026979,WUMYI,24G
VY,17,03059726,KNPGM,12A
VY,17,03043485,MVRSR,22E
VY,17,03077575,XAKIN,1C
VY,17,03090116,VIZWM,23K
VY,17,03062614,EOIBV,29D
VY,17,03037890,FCVQC,35A
VY,17,03026849,SYYIV,36J
VY,17,03047095,IEDYC,10T
VY,17,03096955,ITKCL,11I
VY,17,03050376,KZGPM,1Z
VY,17,03093818,COGVP,16O
VY,17,03055587,CYTSH,22E
VY,17,03010585,QQKVJ,36T
VY,17,03058384,CXQVP,11T
VY,17,03058586,JMMGM,19L
VY,17,03040738,BBZBF,12G
VY,17,03047947,BDFEU,20M
VY,17,03098928,XIDPS,13F
VY,17,03051139,NVDBH,2P
VY,17,03090722,CSNCB,16W
VY,17,03063637,MYOXI,35U
VY,17,03022010,SACKB,20I
VY,17,03053449,JDCYE,31X
VY,17,03017075,MEPBB,28G
VY,17,03082916,JKAQP,13V
VY,17,03028629,OSDBZ,1H
VY,17,03094359,FRGXE,26M
VY,17,03042855,BDYZH,10O
VY,17,03045536,PBLUT,37J
VY,17,03025011,FIBIT,15K
VY,17,03039539,SCVWB,6B
VY,17,03034247,FAIXV,13K
VY,17,03093026,SPCWX,2M
VY,17,03036402,ULDHC,20L
VY,17,03099099,SPMSR,8P
VY,17,03042540,NJHEQ,3P
VY,17,03026562,EWOCP,10Y
VY,17,03044861,EMQSI,12U
VY,17,03078517,FLXTJ,7R
VY,17,03059599,NRVQA,34G
VY,17,03018709,JGSXX,30H
VY,17,03054055,MCOVW,12C
VY,17,03061929,OWVQN,34X
VY,17,03014374,ALHXN,42B
VY,17,03030373,HRXQD,3U
VY,17,03030768,SAANC,35V
VY,17,03019401,MRGRI,36Z
VY,17,03069632,VWNRZ,36W
VY,17,03084763,GOVNR,35G
VY,17,03049090,AABKR,9Z
VY,17,03080719,AWKVE,20J
VY,17,03047485,NRBVD,17J
VY,17,03022102,XFFOK,11M
VY,17,03015890,HEUJT,18H
VY,17,03033433,YKMYG,24E
VY,17,03087280,ZJHHX,9J
VY,17,03038319,AYUZU,35T
VY,17,03037079,ATEIY,10Y
VY,17,03093822,SFNXR,31J
VY,17,03078594,LPZWM,28F
VY,17,03060296,LOKLZ,17N
VY,17,03090139,CEHFD,24S
VY,17,03015277,CFXRQ,23K
VY,17,03031490,ZFCFV,10Y
VY,17,03076716,LPMNV,3I
VY,17,03049429,DNUIK,36J
VY,17,03038678,MSNKE,39J
VY,17,03028986,OCGXJ,2J
VY,17,03053635,UAHCM,28T
VY,17,03062438,HSTOH,5F
VY,17,03059705,PJGSC,33W
VY,17,03064902,OCQRI,23L
VY,17,03079190,HGJQW,35S
VY,17,03023385,GVLIR,12W
VY,17,03039705,HGWRV,20X
VY,17,03057600,GETCA,29O
VY,17,03010285,GBOMR,39W
VY,17,03024693,IUEVY,5R
VY,17,03065980,ARTMD,25Q
VY,17,03067184,CXQXI,38X
VY,17,03011789,OSBMS,33O
VY,17,03070386,GTFWB,19F
VY,17,03077224,MQRAE,28R
VY,17,03086942,YCEXT,6R
VY,17,03057283,EYPMS,11D
VY,17,03060189,VPFJP,15C
VY,17,03012193,UEDNM,3S
VY,17,03044073,JRATG,29T
VY,17,03083302,BGCXC,26P
VY,17,03032697,WELDU,37L
VY,17,03063728,BVARJ,10E
VY,17,03061350,KTRSY,9R
VY,17,03087353,VSOCP,18A
VY,17,03060905,RUZMS,42J
VY,17,03080085,APQPN,8C
VY,17,03099767,NUBVE,41J
VY,17,03042302,HXKXR,13X
VY,17,03088815,TOBYB,17Z
VY,17,03098446,OEBNI,10S
VY,17,03021229,UZEOA,28P
VY,17,03019147,XDOZB,11Y
VY,17,03022075,MPRQD,19E
VY,17,03084280,HYELR,34A
VY,17,03036320,AOARM,35B
VY,17,03052341,KDUQW,21Q
VY,17,03087120,NRWME,35K
VY,17,03023513,UCZHB,41P
VY,17,03075176,CXDFZ,24Z
YW,18,07596426,VTMUY,3X
YW,18,07517889,AHZZB,35P
YW,18,07599989,JNNOB,9V
YW,18,07530340,BFSVS,27B
YW,18,07531778,UTJJS,33W
YW,18,07571389,YYJMS,23T
YW,18,07572965,UIKKD,5N
YW,18,07568818,FJTYA,32Z
YW,18,07517680,JCOST,13G
YW,18,07589551,FRHVK,29P
YW,18,07590595,DMJXH,30G
YW,18,07548617,NVVDE,3X
YW,18,07571696,LAAJX,4J
YW,18,07521389,JXLDD,7A
YW,18,07528863,SZUJK,15L
YW,18,07513495,CMRIE,15Y
YW,18,07557602,GUSMA,33G
YW,18,07576372,UYWTY,19W
YW,18,07514904,EVAIO,3P
YW,18,07533944,DBQVS,29J
YW,18,07589891,TFXQN,9H
YW,18,07553537,RTYFF,35J
YW,18,07574971,JSXKE,10Z
YW,18,07537070,EDKFK,37T
YW,18,07549190,YTUXG,31I
YW,18,07551147,QZBTT,30E
YW,18,07551390,IQRCN,34U
YW,18,07517198,FUJVN,28J
YW,18,07549456,SKNMX,35M
YW,18,07557138,RHURZ,25W
YW,18,07567956,XLDVC,15D
YW,18,07570330,PQMLC,6O
YW,18,07584677,ZUFUD,26O
YW,18,07511640,XPVUF,39Q
YW,18,07589284,VAAAL,15S
YW,18,07590441,CPRIU,35D
YW,18,07539803,KALUE,16K
YW,18,07589464,ZHQNM,33S
YW,18,07597994,PGVOI,22K
YW,18,07589972,UYTLE,24K
YW,18,07588243,OABKF,29N
YW,18,07551581,TWOEY,3H
YW,18,07511749,HCKNM,37U
YW,18,07575196,HZMOV,10I
YW,18,07571823,YEYYB,9C
YW,18,07574630,PBHCB,39C
YW,18,07550268,DSHAF,33L
YW,18,07548177,EMUSH,16Q
YW,18,07518850,XOMMD,14G
YW,18,07540599,OTEFQ,38F
YW,18,07513627,IBIQC,26O
YW,18,07567188,BHWJS,3J
YW,18,07519578,RGWFG,23J
YW,18,07580978,XJZIO,1Z
YW,18,07563560,HAURS,41O
YW,18,07585957,MCTQQ,3Q
YW,18,07512485,NMQWI,35Y
YW,18,07514958,IDLRU,11O
YW,18,07542047,EIOGP,34J
YW,18,07595668,WWHEL,12Y
YW,18,07595702,PZANI,37E
YW,18,07554843,XWRHE,7K
YW,18,07545188,YOORJ,3Y
YW,18,07533125,XHZNR,16F
YW,18,07586930,XRZNT,20H
